"player_id","season","first_name","last_name","player_name.x","position","height_wo_shoes","height_wo_shoes_ft_in","height_w_shoes","height_w_shoes_ft_in","weight","wingspan","wingspan_ft_in","standing_reach","standing_reach_ft_in","body_fat_pct","hand_length","hand_width","standing_vertical_leap","max_vertical_leap","lane_agility_time","modified_lane_agility_time","three_quarter_sprint","bench_press","player_name.y","round_number","round_pick","overall_pick","draft_type","team_id","team_city","team_name","team_abbreviation","organization","organization_type","player_profile_flag"
2762,2004,"Peter","Ramos","Peter Ramos","C",85.75,"7' 1.75''",87.25,"7' 3.25''",266,89.5,"7' 5.5''",111.5,"9' 3.5''",6.7,NA,NA,24,26.5,12.61,NA,3.6,2,"Peter John Ramos",2,3,32,"Draft",1610612764,"Washington","Wizards","WAS","Criollos de Caguas (Puerto Rico)","Other Team/Club",1
2765,2004,"Andre","Emmett","Andre Emmett","SG-SF",75.5,"6' 3.5''",76.5,"6' 4.5''",216,81,"6' 9''",100,"8' 4''",6.7,NA,NA,NA,NA,NA,NA,NA,NA,"Andre Emmett",2,6,35,"Draft",1610612760,"Seattle","SuperSonics","SEA","Texas Tech","College/University",1
2766,2004,"Antonio","Burks","Antonio Burks","PG",72,"6' 0''",72.75,"6' 0.75''",191,78.5,"6' 6.5''",96.5,"8' 0.5''",9.9,NA,NA,NA,NA,NA,NA,NA,9,"Antonio Burks",2,7,36,"Draft",1610612753,"Orlando","Magic","ORL","Memphis","College/University",1
2768,2004,"Chris","Duhon","Chris Duhon","PG",72,"6' 0''",73.25,"6' 1.25''",193,78.5,"6' 6.5''",98,"8' 2''",6.7,NA,NA,31.5,35,10.45,NA,3.14,7,"Chris Duhon",2,9,38,"Draft",1610612741,"Chicago","Bulls","CHI","Duke","College/University",1
2772,2004,"Trevor","Ariza","Trevor Ariza","SG-SF",79,"6' 7''",80.25,"6' 8.25''",201,86,"7' 2''",107.5,"8' 11.5''",8,NA,NA,29.5,32,11.63,NA,3.29,8,"Trevor Ariza",2,14,43,"Draft",1610612752,"New York","Knicks","NYK","California-Los Angeles","College/University",1
2773,2004,"Tim","Pickett","Tim Pickett","PG-SG",75,"6' 3''",76.25,"6' 4.25''",207,79.5,"6' 7.5''",100.5,"8' 4.5''",6,NA,NA,NA,NA,NA,NA,NA,NA,"Tim Pickett",2,15,44,"Draft",1610612740,"New Orleans","Hornets","NOH","Florida State","College/University",1
2774,2004,"Bernard","Robinson","Bernard Robinson","SG-SF",77.25,"6' 5.25''",78.5,"6' 6.5''",208,82,"6' 10''",102,"8' 6''",6,NA,NA,28.5,34.5,10.91,NA,3.17,14,"Bernard Robinson",2,16,45,"Draft",1610612766,"Charlotte","Bobcats","CHA","Michigan","College/University",1
2776,2004,"Pape","Sow","Pape Sow","PF-C",80.5,"6' 8.5''",82,"6' 10''",233,86,"7' 2''",108.5,"9' 0.5''",9.3,NA,NA,28,31.5,12.13,NA,3.27,18,"Pape Sow",2,18,47,"Draft",1610612748,"Miami","Heat","MIA","Cal State-Fullerton","College/University",1
2777,2004,"Ricky","Minard","Ricky Minard","PG-SG",75.25,"6' 3.25''",76.25,"6' 4.25''",198,79,"6' 7''",101.5,"8' 5.5''",8,NA,NA,27.5,33,10.94,NA,3.1,13,"Ricky Minard",2,19,48,"Draft",1610612758,"Sacramento","Kings","SAC","Morehead State","College/University",1
2778,2004,"Sergei","Lishouk","Sergei Lishouk","PF-SF",82.25,"6' 10.25''",83.5,"6' 11.5''",244,84,"7' 0''",109.5,"9' 1.5''",10.5,NA,NA,NA,NA,NA,NA,NA,NA,"Sergei Lishouk",2,20,49,"Draft",1610612763,"Memphis","Grizzlies","MEM","Miami (FL)","College/University",0
2781,2004,"Romain","Sato","Romain Sato","SG",74,"6' 2''",75.25,"6' 3.25''",204,83,"6' 11''",102.5,"8' 6.5''",6,NA,NA,31.5,35.5,11.27,NA,3.18,8,"Romain Sato",2,23,52,"Draft",1610612759,"San Antonio","Spurs","SAS","Xavier","College/University",1
2782,2004,"Matt","Freije","Matt Freije","SF-PF",80.25,"6' 8.25''",81.5,"6' 9.5''",234,85,"7' 1''",108.5,"9' 0.5''",10.8,NA,NA,29.5,31,11.15,NA,3.25,13,"Matt Freije",2,24,53,"Draft",1610612748,"Miami","Heat","MIA","Vanderbilt","College/University",1
2784,2004,"Luis","Flores","Luis Flores","PG-SG",72.5,"6' 0.5''",73.75,"6' 1.75''",202,79.5,"6' 7.5''",98.5,"8' 2.5''",6,NA,NA,29,32,10.97,NA,3.1,15,"Luis Flores",2,26,55,"Draft",1610612745,"Houston","Rockets","HOU","Manhattan","College/University",1
