"season","position","height_wo_shoes","weight","wingspan","standing_reach","max_vertical_leap","body_fat_pct","hand_length","hand_width","standing_vertical_leap","max_vertical_leap.1","lane_agility_time","three_quarter_sprint","bench_press"
2010,4,82.5,226.6,91,113,31.5,5.5,8.25,10.25,27,31.5,11.83,3.54,12
2010,1,74,195.2,80,99.5,38.5,5.6,8.25,9.25,31.5,38.5,11.25,3.19,18
2010,2,74,195.2,80,99.5,38.5,5.6,8.25,9.25,31.5,38.5,11.25,3.19,18
2010,2,75.75,202.6,81,101,40,3.7,9,10.5,31,40,11.38,3.15,10
2010,1,75.75,202.6,81,101,40,3.7,9,10.5,31,40,11.38,3.15,10
2010,2,77.25,203.6,81.25,104.5,34,6.2,8.25,9,29,34,11.68,3.25,NA
2010,3,77.25,203.6,81.25,104.5,34,6.2,8.25,9,29,34,11.68,3.25,NA
2010,2,76.25,191.6,79,100,30.5,6.2,8,9.75,23.5,30.5,11.27,3.49,8
2010,2,76.5,227,82.5,103,33,9.3,9,10.25,27,33,11.39,3.38,10
2010,3,79,207.8,84.25,107.5,32,7.9,8.25,9,23.5,32,11.69,3.44,6
2010,4,79.5,233.4,84,107.5,31.5,6.3,8.5,10,27,31.5,11.61,3.24,20
2010,5,83.5,237.4,89,113,26,5,9.25,9.25,22.5,26,13.2,3.68,10
2010,4,78,240.2,81.5,106,28.5,11.1,8.75,9.75,24,28.5,11.83,3.41,23
2010,2,74.5,208.4,78,99.5,31.5,7.6,8.5,9.5,23,31.5,11.21,3.5,10
2010,1,74.5,208.4,78,99.5,31.5,7.6,8.5,9.5,23,31.5,11.21,3.5,10
2010,4,80.25,280,84.25,107.5,30.5,12.8,9,10.25,25,30.5,12.78,3.61,22
2010,3,78.5,213.2,84,107.5,37.5,8.3,9,9,NA,37.5,11.65,3.23,6
2011,1,73.75,191,76,99,NA,10.2,8.25,9.25,NA,NA,NA,NA,NA
2011,4,79.25,248.4,85.5,108,34.5,10.8,9,9.75,29,34.5,11.03,3.23,19
2011,3,79.25,248.4,85.5,108,34.5,10.8,9,9.75,29,34.5,11.03,3.23,19
2011,4,81.75,259.2,85.5,109.5,32.5,5.9,9.5,10.75,26,32.5,11.3,3.26,14
2011,5,81.75,259.2,85.5,109.5,32.5,5.9,9.5,10.75,26,32.5,11.3,3.26,14
2011,4,79.5,227.4,85.25,108.5,35,6.2,8.75,9.25,30,35,10.92,3.26,9
2011,1,73.5,176.8,78.75,98.5,37.5,4.2,8.25,9.5,29,37.5,10.74,3.07,10
2011,1,71.5,184,75.5,91.5,39.5,5.9,8,9,32,39.5,10.87,3.16,7
2011,2,77.75,205.6,81,103.5,31.5,8,8.75,9.25,26.5,31.5,10.99,3.24,5
2011,2,77,192.6,82,103.5,36,5.1,9,8.25,29,36,10.96,3.17,5
2011,4,79.75,240.8,82.75,106.5,31.5,10.2,8.5,8.25,27,31.5,NA,3.4,11
2011,4,79,229.6,82,105.5,33,8,8.25,8.5,29,33,NA,3.15,11
2011,3,79,229.6,82,105.5,33,8,8.25,8.5,29,33,NA,3.15,11
2011,3,78,227.4,87,106,32,5.4,9.75,11.25,25.5,32,11.45,3.15,3
2011,4,82.25,259.8,88.5,112.5,25,6.1,9.25,10.25,23.5,25,12.02,3.27,8
2011,5,82.25,259.8,88.5,112.5,25,6.1,9.25,10.25,23.5,25,12.02,3.27,8
2011,1,76.25,221.8,81.5,99.5,42,6.5,9,9,36.5,42,11.1,3.18,18
2011,2,76.25,221.8,81.5,99.5,42,6.5,9,9,36.5,42,11.1,3.18,18
2011,3,79.75,230.2,85,103.5,37.5,7.4,9.25,10,30.5,37.5,11.33,3.09,15
2011,3,78.5,222.8,83,103.5,37.5,8.4,8.75,9,31.5,37.5,10.96,3.17,12
2011,4,78.5,222.8,83,103.5,37.5,8.4,8.75,9,31.5,37.5,10.96,3.17,12
2011,1,73.5,187.6,77.5,99,34,5.6,8.5,9.25,28.5,34,11.05,3.17,9
2011,4,78,224.6,84,108,35,6.3,8.5,10.25,30.5,35,11.35,3.26,16
2011,2,76.25,194.6,85,101,38.5,5.2,9,10.5,34,38.5,10.74,3.09,5
2011,3,78.75,228.4,81.5,104,32,9.8,9,9.25,25,32,11.47,3.3,7
2011,4,81,219.8,86,107.5,38,7.5,9,10,33.5,38,11.21,3.14,15
2011,1,72.25,174.4,74.25,95.5,38.5,4.7,8.5,9.5,29.5,38.5,10.07,3.22,11
2011,1,74,186.2,77.5,99,35,9.7,8.5,10.5,27.5,35,10.75,3.27,5
2011,3,78,222.2,79.5,101.5,39,5.4,9,9,32,39,11.12,3.15,14
2011,4,80,228,83.75,106,33,4,9,9.25,28.5,33,11.92,3.3,19
2011,3,80,228,83.75,106,33,4,9,9.25,28.5,33,11.92,3.3,19
2011,3,79.5,228,82.1,106,30,10,8.25,8.75,23,30,11.22,3.21,10
2011,1,73,209,79.5,96.5,39,7.1,8.25,9.25,32,39,11.23,3.18,17
2011,3,78.75,186.8,81,105,37,5.3,8.5,9.5,30,37,11.68,3.07,NA
2011,4,79.75,247.2,84.25,106.5,30.5,12.1,9.25,10,25,30.5,12.74,3.45,10
2011,4,80.5,239,85,107.5,30.5,15.5,9.25,9.75,27.5,30.5,11.72,3.41,15
2011,3,80.75,221.2,81.5,104.5,31.5,7,8.25,10,25.5,31.5,11.05,3.29,4
2011,4,81,262.4,89,110.5,33.5,13.4,9.25,9,28,33.5,11.26,3.29,10
2011,5,81,262.4,89,110.5,33.5,13.4,9.25,9,28,33.5,11.26,3.29,10
2011,4,82,223.2,84,105.5,36.5,5.4,8.75,9.75,29.5,36.5,10.82,3.36,14
2011,1,75.25,190,79.5,102,32,5.3,8.75,10,24.5,32,11,3.2,12
2011,2,75.25,190,79.5,102,32,5.3,8.75,10,24.5,32,11,3.2,12
2011,2,76,198.2,81.75,101.5,35.5,5.9,8.5,9.5,30,35.5,11.2,3.09,17
2011,1,73.5,216.4,79.5,96.5,34,4.3,8.5,9,29.5,34,11.68,3.18,16
2011,2,73.5,216.4,79.5,96.5,34,4.3,8.5,9,29.5,34,11.68,3.18,16
2011,1,73.25,197.6,76.25,96.5,37,9.9,8.25,9.25,32.5,37,10.33,3.1,4
2011,2,75,205,82.5,103,40.5,8.1,8.75,9.25,33,40.5,11,3.13,10
2011,5,82,217,87.75,109.5,36,6.1,9.5,11,31.5,36,11.88,3.35,12
2011,4,82,217,87.75,109.5,36,6.1,9.5,11,31.5,36,11.88,3.35,12
2011,2,73.75,194.6,77.25,98,42,7.9,8.5,9,29.5,42,11.13,3.2,5
2011,1,73.75,194.6,77.25,98,42,7.9,8.5,9,29.5,42,11.13,3.2,5
2011,3,77,202.2,83,103.5,31,5,8.75,10,27,31,NA,3.33,6
2011,2,77,202.2,83,103.5,31,5,8.75,10,27,31,NA,3.33,6
2011,2,74.5,191.4,81.5,99.5,34.5,7.6,9,10,32,34.5,11.12,3.31,NA
2011,1,68.75,186,73.75,91.5,40,6.7,8.25,9,31.5,40,10.49,3.14,13
2011,2,77.25,196.6,78,99,35,8.5,8.25,8.25,28,35,10.94,3.37,2
2012,4,81.25,221.8,89.5,108,NA,7.9,9,8.5,NA,NA,NA,NA,NA
2012,5,81.25,221.8,89.5,108,NA,7.9,9,8.5,NA,NA,NA,NA,NA
2012,3,77.75,232.8,84,104.5,35.5,7,9,10.25,32,35.5,11.77,3.18,6
2012,2,75.25,201.8,80,100,39,6,8.5,9,33,39,10.95,3.28,8
2012,2,74.5,221,79.25,98,NA,8.5,8.5,9.5,NA,NA,NA,NA,NA
2012,4,79.75,244.2,87.25,106,35.5,5,9.75,10.5,28.5,35.5,11.96,3.17,15
2012,1,73.75,188.8,79.75,95.5,39.5,5.9,8.75,9.75,34.5,39.5,11.15,3.34,13
2012,2,78,196.6,79.25,100.5,37.5,3.2,8.75,10.25,31,37.5,11.78,3.28,2
2012,3,78,196.6,79.25,100.5,37.5,3.2,8.75,10.25,31,37.5,11.78,3.28,2
2012,5,81.75,278.6,90.25,109.5,33.5,7.5,9.5,9.5,31.5,33.5,10.83,3.39,10
2012,3,79,227.8,83.25,101.5,39.5,9.6,9,8.5,38,39.5,10.93,3.16,15
2012,2,79,227.8,83.25,101.5,39.5,9.6,9,8.5,38,39.5,10.93,3.16,15
2012,2,75.5,202.8,79.25,96.5,37.5,6.2,8.5,10,32.5,37.5,11.54,3.32,1
2012,1,75.5,202.8,79.25,96.5,37.5,6.2,8.5,10,32.5,37.5,11.54,3.32,1
2012,5,83.75,249.8,87,108,32.5,5.7,9.25,11,30,32.5,11.34,3.41,19
2012,2,76,179.2,83,102,38,4.5,8.75,9.25,31.5,38,10.98,3.25,5
2012,1,75.25,198.4,77.5,96,37,7.8,8.5,9,31,37,12.03,3.23,NA
2012,4,81,216,89,112,30,8.6,9.25,10,25.5,30,NA,NA,5
2012,3,79.25,206.6,84,102.5,37,5.3,9.25,10.25,32.5,37,10.87,3.25,5
2012,4,79,260.6,84,104.5,NA,10.6,9.5,11.5,NA,NA,NA,NA,NA
2012,4,83.25,247.4,84,104.5,34,6.4,9,9.75,30,34,11.13,3.4,16
2012,5,83.25,247.4,84,104.5,34,6.4,9,9.75,30,34,11.13,3.4,16
2012,4,80.25,252,86.25,107,34.5,7.7,9,10,29.5,34.5,11.57,3.4,12
2012,3,80.25,252,86.25,107,34.5,7.7,9,10,29.5,34.5,11.57,3.4,12
2012,4,80.5,234,88,107,30.5,7.6,10,10.75,28.5,30.5,11.89,3.67,10
2012,4,79.75,268.2,85.25,105.5,31,10.7,9.25,9.75,29.5,31,12.77,3.81,9
2012,5,82.75,255,86.5,110,31,9.2,9,10,29.5,31,12.14,3.44,9
2012,2,75.25,212,80.5,98,36.5,7.1,9,9,30.5,36.5,11.36,3.37,10
2012,2,75.5,187.6,78.5,98,NA,3.6,8.25,9,NA,NA,NA,NA,4
2012,1,75.5,187.6,78.5,98,NA,3.6,8.25,9,NA,NA,NA,NA,4
2012,1,76.75,203.2,81,101,35.5,5.2,8,9,30,35.5,10.75,3.24,0
2012,4,82.5,252.4,84.75,105.5,40.5,11.4,9.25,9,34,40.5,10.64,3.36,15
2012,5,82.5,252.4,84.75,105.5,40.5,11.4,9.25,9,34,40.5,10.64,3.36,15
2012,4,81.5,232.8,86.25,106.5,37.5,7.7,9.25,9.25,33.5,37.5,11.32,3.22,10
2012,4,82.25,233.8,85.75,107,38.5,4.6,9.25,9.5,33,38.5,11.31,3.19,11
2012,3,82.25,233.8,85.75,107,38.5,4.6,9.25,9.5,33,38.5,11.31,3.19,11
2012,1,73,179.8,79.25,96.5,40.5,6.3,8.25,7.75,32.5,40.5,10.65,3.19,8
2012,5,81.75,264.2,89.75,108,33.5,5.5,9,10.75,34,33.5,12.35,3.29,18
2012,4,81.75,264.2,89.75,108,33.5,5.5,9,10.75,34,33.5,12.35,3.29,18
2012,3,78,212.8,78.25,101.5,40,4.2,8.25,9.75,33.5,40,10.87,3.29,15
2012,2,78,212.8,78.25,101.5,40,4.2,8.25,9.75,33.5,40,10.87,3.29,15
2012,1,78.5,200.6,79.25,100,NA,5.2,8.5,9.5,NA,NA,NA,NA,NA
2012,2,78.5,200.6,79.25,100,NA,5.2,8.5,9.5,NA,NA,NA,NA,NA
2012,4,80.75,229.8,87,108.5,32.5,5,9,9.25,30,32.5,11.84,3.4,6
2012,3,76.75,241.2,81.25,99.5,34.5,9,9.5,10.5,31,34.5,11.45,3.37,20
2012,4,77.75,235.6,85.25,105,33,11.3,9,9.5,28,33,11.01,3.4,9
2012,3,77.75,235.6,85.25,105,33,11.3,9,9.5,28,33,11.01,3.4,9
2012,2,75.75,223.8,83.25,99,39.5,7,9,9.5,32,39.5,10.98,3.25,13
2012,4,78.5,223.8,86.75,106.5,37,7.1,9.5,11,32,37,10.48,3.28,13
2012,3,80.75,218.7,85.25,105,36,7.8,9.25,10.25,30.5,36,11.05,3.48,8
2012,3,78.75,216.2,82.75,103,31,7.8,9,9,28,31,11.45,3.47,4
2012,2,77,174.4,81.75,102.5,34,4.1,9,9.5,30,34,12.5,3.6,0
2012,3,77,174.4,81.75,102.5,34,4.1,9,9.5,30,34,12.5,3.6,0
2012,1,74.75,177,78.25,97.5,36.5,4.2,8.75,8.75,32,36.5,11.48,3.2,0
2012,2,75.25,199.4,78.75,98.5,33.5,6.7,8.5,8.75,29,33.5,11.12,3.41,2
2012,1,75.25,199.4,78.75,98.5,33.5,6.7,8.5,8.75,29,33.5,11.12,3.41,2
2012,4,79.25,240.8,82.75,104,32.5,10.6,8.5,9,27,32.5,11.59,3.44,14
2012,2,76.5,192,78.5,98,36.5,4.3,8.5,8.75,29,36.5,10.59,3.33,NA
2012,3,78,233.4,81,101,37,7.5,8.5,8.75,33,37,11.34,3.31,14
2012,2,78,233.4,81,101,37,7.5,8.5,8.75,33,37,11.34,3.31,14
2012,2,77,194,78.75,99,36.5,5.8,8.5,8.5,31,36.5,10.97,3.42,11
2012,4,80.5,240.8,88.75,106.5,31.5,8,9.5,10,31.5,31.5,11.65,3.53,NA
2012,2,78,215,83,104,35,8.6,9,9,28.5,35,NA,3.46,6
2012,2,73.5,212,79,96,41.5,7,8.75,8.75,33.5,41.5,10.76,3.21,17
2012,3,79.25,218,80.5,102,30,9.4,8.5,9.5,27.5,30,11.56,3.41,13
2012,2,74.25,188.2,77,94.5,40,6.6,8.25,9.75,33.5,40,10.82,3.19,8
2013,3,76.5,210.8,81.25,101.5,40.5,8.45,8.5,9,33,40.5,10.99,3.25,10
2013,2,76.5,210.8,81.25,101.5,40.5,8.45,8.5,9,33,40.5,10.99,3.25,10
2013,5,82,206.4,87.75,110,NA,4.15,9.5,10,NA,NA,NA,NA,NA
2013,5,NA,NA,87.5,NA,NA,6.4,9,10.75,NA,NA,NA,NA,NA
2013,2,77.25,197.4,83.25,103.5,36,4.65,8.25,8.5,30.5,36,10.67,3.32,10
2013,4,78.25,205.8,83,104.5,36.5,7.05,8.75,9.5,30,36.5,11.36,3.34,10
2013,3,78.25,205.8,83,104.5,36.5,7.05,8.75,9.5,30,36.5,11.36,3.34,10
2013,2,75.75,189,81.5,102,36,4.55,8.5,9,30,36,10.75,3.27,1
2013,2,75.5,189.2,79.75,100.5,42,5,8.75,9.5,32.5,42,11.87,3.27,6
2013,3,76.75,202.6,81.25,103.5,38.5,3.3,8.5,9.5,32,38.5,11.16,3.25,15
2013,2,76.75,202.6,81.25,103.5,38.5,3.3,8.5,9.5,32,38.5,11.16,3.25,15
2013,1,74.25,197,78.25,96.5,38.5,8.6,8,9.5,32,38.5,11.02,3.32,13
2013,2,74.25,197,78.25,96.5,38.5,8.6,8,9.5,32,38.5,11.02,3.32,13
2013,5,82.75,230,82.75,106,37.5,4.75,8.5,10.5,35.5,37.5,10.82,3.15,17
2013,4,82.75,230,82.75,106,37.5,4.75,8.5,10.5,35.5,37.5,10.82,3.15,17
2013,5,82.5,262.8,86,110,30,9.6,9.25,9.5,26.5,30,11.52,3.52,12
2013,1,73,164.8,79.75,98,34,4.1,8.75,10.5,30,34,11.09,3.21,1
2013,3,77,219.8,82,104,32,9.1,8,8.75,28.5,32,12.94,3.53,5
2013,1,73.5,178.2,77.75,98,NA,4.35,8.5,9,NA,NA,NA,NA,5
2013,5,81.75,229.6,87.5,111.5,NA,5.35,9,10,NA,NA,NA,NA,NA
2013,1,71,188.4,76.5,94.5,40.5,5.9,8.25,9.5,33,40.5,10.98,3.22,16
2013,2,76,190.8,83.25,103.5,NA,8.25,8.5,8.25,NA,NA,NA,NA,NA
2013,3,76,190.8,83.25,103.5,NA,8.25,8.5,8.25,NA,NA,NA,NA,NA
2013,5,82.75,221.8,86,110.5,29,8.65,9,9.75,26.5,29,12.49,3.47,10
2013,4,82.75,234,81.75,108,29.5,6.65,8.5,10,24.5,29.5,11.42,3.59,5
2013,5,82.75,234,81.75,108,29.5,6.65,8.5,10,24.5,29.5,11.42,3.59,5
2013,2,76.5,203.6,80,100.5,34.5,6.45,8.5,9,29,34.5,10.6,3.12,7
2013,1,76,189.2,79,100,34,3.95,8.25,8.5,28,34,11.78,3.4,8
2013,5,83.25,238.2,83,108,36,6.15,9.75,9.5,30.5,36,10.89,3.29,14
2013,4,83.25,238.2,83,108,36,6.15,9.75,9.5,30.5,36,10.89,3.29,14
2013,1,76.75,184.4,79.25,101,41,4.4,7.5,8.5,31.5,41,10.68,3.22,8
2013,5,82.25,230.2,85,108,33.5,6.8,8.5,9,28,33.5,11.76,3.44,5
2013,4,82.25,230.2,85,108,33.5,6.8,8.5,9,28,33.5,11.76,3.44,5
2013,1,75.5,196.4,75.75,98,NA,5.5,8.25,8.75,NA,NA,NA,NA,8
2013,3,79.5,197.6,85.5,105.5,36,6.65,8.75,9.25,27,36,11.25,3.4,9
2013,1,71.5,180.6,75,93,41.5,6.05,8,9.75,33.5,41.5,10.59,3.16,15
2013,1,72.25,191.4,75.25,96.5,40,7.3,8,8.75,30.5,40,10.82,3.25,5
2013,2,77.75,199.8,80.75,102,36.5,6.95,8.5,9,31,36.5,11.33,3.31,11
2013,3,77.75,199.8,80.75,102,36.5,6.95,8.5,9,31,36.5,11.33,3.31,11
2013,2,76.75,197.2,79.25,102.5,33.5,10.25,8.5,9.25,27,33.5,10.72,3.32,4
2013,5,84.5,237.6,92.5,115,29,4.4,9.75,10,25,29,12.85,3.57,7
2013,3,76.75,221.8,83,104.5,37,9,9,10,29.5,37,10.99,3.32,10
2013,2,76.75,221.8,83,104.5,37,9,9,10,29.5,37,10.99,3.32,10
2013,1,70.25,170.8,70.75,89.5,44,3.8,7.5,8.75,34.5,44,10.64,3.08,12
2013,5,82.75,254.5,88.5,109.5,33,6.65,9.5,11,28.5,33,11.85,3.4,16
2013,2,76.5,199.4,79,101,37.5,6.05,8,9.25,31.5,37.5,10.68,3.25,16
2013,4,79.5,236.4,86.5,106.5,38,5.55,9,10,33.5,38,11.82,3.52,13
2013,3,79.5,236.4,86.5,106.5,38,5.55,9,10,33.5,38,11.82,3.52,13
2013,3,78,198.2,83.5,105.5,36.5,4.85,9,9.5,30,36.5,11.36,3.25,7
2013,2,78,198.2,83.5,105.5,36.5,4.85,9,9.5,30,36.5,11.36,3.25,7
2013,1,71.75,187,77.5,97.5,36.5,6.9,8.25,8.75,29.5,36.5,11.2,3.16,3
2013,2,75.25,213.2,81.25,100.5,42,6.55,8.75,9.25,33,42,10.69,3.25,15
2013,1,69.5,176,70,90,NA,4.5,7.5,8.25,NA,NA,NA,NA,NA
2013,4,80.75,232,86,109,34,10.05,8.5,9.25,28.5,34,11.85,3.51,2
2013,4,80.75,239.8,82.5,108,29.5,7.95,8.75,9.75,24.5,29.5,12.19,3.57,13
2013,3,77.75,200.8,83.5,104.5,36.5,4.5,8.5,8.75,29.5,36.5,11.55,3.4,7
2013,3,77.5,226,81,103,37.5,7.6,9,10.5,29.5,37.5,10.77,3.19,14
2013,4,81.75,228,83.5,110,NA,14.75,9,10,NA,NA,NA,NA,NA
2001,4,82,243,85,108,33,8.9,NA,NA,30,33,11.59,3.45,17
2001,5,82,243,85,108,33,8.9,NA,NA,30,33,11.59,3.45,17
2001,3,83.5,224,87,110,33.5,6.7,NA,NA,31,33.5,12.13,3.36,2
2001,4,83.5,224,87,110,33.5,6.7,NA,NA,31,33.5,12.13,3.36,2
2001,5,82.5,301,90.5,111,31,16.5,NA,NA,28,31,12.25,3.53,16
2001,3,76.75,213,83.5,102.5,39.5,5.3,NA,NA,32.5,39.5,11.75,3.12,15
2001,2,76.75,213,83.5,102.5,39.5,5.3,NA,NA,32.5,39.5,11.75,3.12,15
2001,3,80.25,229,82.5,105,33,9.3,NA,NA,29.5,33,10.95,3.3,12
2001,4,80.25,229,82.5,105,33,9.3,NA,NA,29.5,33,10.95,3.3,12
2001,4,81.25,222,87,110,33,4,NA,NA,26.5,33,11.77,3.21,3
2001,3,81.25,222,87,110,33,4,NA,NA,26.5,33,11.77,3.21,3
2001,5,82,314,90.5,113,25.5,21,NA,NA,21.5,25.5,12.37,3.56,15
2001,3,79.5,243,83.5,104.5,33,9.3,NA,NA,27.5,33,12.07,3.47,16
2001,3,78.75,226,81,105,36.5,6.7,NA,NA,32.5,36.5,12.05,3.4,12
2001,2,78.75,226,81,105,36.5,6.7,NA,NA,32.5,36.5,12.05,3.4,12
2001,3,79.25,223,84,103,38.5,6.7,NA,NA,33,38.5,11.19,3.15,14
2001,4,81.75,230,83,105.5,34.5,11.7,NA,NA,28.5,34.5,11.22,3.43,11
2001,5,82.25,224,88,108,38.5,5.3,NA,NA,30.5,38.5,11.99,3.15,11
2001,4,82.25,224,88,108,38.5,5.3,NA,NA,30.5,38.5,11.99,3.15,11
2001,4,80,242,84.25,106,31.5,10.5,NA,NA,27,31.5,12.25,3.35,11
2001,3,80,242,84.25,106,31.5,10.5,NA,NA,27,31.5,12.25,3.35,11
2001,4,81.5,227,85.5,107,30,9.3,NA,NA,27,30,11.11,3.35,13
2001,4,82.25,251,88.5,110,28.5,12.9,NA,NA,25.5,28.5,12.1,3.54,8
2001,5,82.25,251,88.5,110,28.5,12.9,NA,NA,25.5,28.5,12.1,3.54,8
2001,5,83.75,266,90.5,113.5,28.5,12.9,NA,NA,27,28.5,12.87,3.5,17
2001,2,75.5,193,78.5,100.5,33,NA,NA,NA,26.5,33,11.51,3.19,10
2001,1,77.5,194,82.5,103.5,34,6.7,NA,NA,29,34,11.47,3.22,1
2001,2,77.5,194,82.5,103.5,34,6.7,NA,NA,29,34,11.47,3.22,1
2001,2,75.5,188,81.5,99.5,37,9.3,NA,NA,30,37,10.91,3.2,6
2001,1,72.75,199,79.5,97.5,37.5,13.6,NA,NA,28,37.5,11.96,3.2,1
2001,1,71.75,172,81.5,99.5,35,4,NA,NA,28.5,35,11.3,3.22,4
2001,2,71.75,172,81.5,99.5,35,4,NA,NA,28.5,35,11.3,3.22,4
2001,4,80.25,271,82.5,102.5,36.5,8,NA,NA,34.5,36.5,11.7,3.16,21
2001,2,76.25,205,80,99.5,37.5,5.3,NA,NA,35.5,37.5,11.57,3.29,12
2001,3,76.25,205,80,99.5,37.5,5.3,NA,NA,35.5,37.5,11.57,3.29,12
2001,2,74.25,199,81.5,99.5,36,5.3,NA,NA,31.5,36,NA,3.25,12
2001,1,71.5,189,77.5,92,35.5,5.5,NA,NA,31,35.5,10.77,3.2,9
2001,4,80.75,241,81.75,105.5,30.5,13.6,NA,NA,27,30.5,11.75,3.47,14
2001,3,80.75,241,81.75,105.5,30.5,13.6,NA,NA,27,30.5,11.75,3.47,14
2001,3,80.25,202,83.75,104.5,37,6.7,NA,NA,32,37,11.81,3.27,6
2001,1,72,184,78.75,97,37.5,4,NA,NA,32.5,37.5,10.97,3.19,4
2001,1,74.5,178,80.75,102.5,32.5,6.7,NA,NA,26,32.5,9.65,3.15,12
2001,3,78.25,235,84.25,105,34,6.7,NA,NA,27.5,34,11.69,3.41,12
2001,5,85,264,88,111,27.5,12.9,NA,NA,23.5,27.5,12.5,3.59,6
2001,3,77.5,213,81.25,101,40,8,NA,NA,36,40,11.06,3.12,12
2001,5,84.75,246,89.5,113,28,9.3,NA,NA,24.5,28,11.83,3.48,10
2001,4,84.75,246,89.5,113,28,9.3,NA,NA,24.5,28,11.83,3.48,10
2001,5,82.75,227,88,109.5,35,9.9,NA,NA,32.5,35,11.27,3.12,13
2001,5,83.5,245,88,111,31,6,NA,NA,26.5,31,11.84,3.33,6
2001,5,81.25,252,87,104,29,15.2,NA,NA,23,29,11.65,3.6,10
2001,4,81.25,252,87,104,29,15.2,NA,NA,23,29,11.65,3.6,10
2004,4,81,240,88.5,111.5,35.5,10.5,NA,NA,30.5,35.5,11.21,3.14,7
2004,5,81,240,88.5,111.5,35.5,10.5,NA,NA,30.5,35.5,11.21,3.14,7
2004,5,80.75,257,88,110.5,34,5.3,NA,NA,31.5,34,12.32,3.15,22
2004,4,80.75,257,88,110.5,34,5.3,NA,NA,31.5,34,12.32,3.15,22
2004,1,73,192,80.5,99,37.5,5.3,NA,NA,31.5,37.5,11.28,3.19,12
2004,2,73,192,80.5,99,37.5,5.3,NA,NA,31.5,37.5,11.28,3.19,12
2004,1,78.25,186,83,105.5,30,6.7,NA,NA,26.5,30,10.72,3.23,NA
2004,2,78.25,186,83,105.5,30,6.7,NA,NA,26.5,30,10.72,3.23,NA
2004,1,73.75,170,79.5,98.5,37,5.3,NA,NA,30.5,37,11.03,3.19,5
2004,2,77.75,196,83,105,36,9.3,NA,NA,29,36,11.95,3.38,11
2004,3,77.75,196,83,105,36,9.3,NA,NA,29,36,11.95,3.38,11
2004,3,79,220,84.5,108.5,31.5,6.7,NA,NA,27.5,31.5,11.46,3.34,5
2004,2,77.75,217,83,105.5,34.5,6.7,NA,NA,30.5,34.5,11.17,3.18,4
2004,3,77.75,217,83,105.5,34.5,6.7,NA,NA,30.5,34.5,11.17,3.18,4
2004,3,78,212,80.5,103,36,8,NA,NA,26.5,36,11.1,3.24,13
2004,2,78,212,80.5,103,36,8,NA,NA,26.5,36,11.1,3.24,13
2004,5,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,NA
2004,4,80.25,238,84.5,106.5,36,6.7,NA,NA,29.5,36,11.33,3.2,22
2004,4,80.5,263,86.5,110,30,10.5,NA,NA,28.5,30,13.08,3.29,3
2004,3,80.5,263,86.5,110,30,10.5,NA,NA,28.5,30,13.08,3.29,3
2004,2,78,228,81,104,35,9.3,NA,NA,30,35,10.79,3.13,19
2004,3,78,228,81,104,35,9.3,NA,NA,30,35,10.79,3.13,19
2004,2,79,221,84,106.5,39.5,6.7,NA,NA,32.5,39.5,11.43,3.24,12
2004,3,79,221,84,106.5,39.5,6.7,NA,NA,32.5,39.5,11.43,3.24,12
2004,2,77.5,227,82,104,35.5,6.7,NA,NA,29,35.5,10.93,3.21,5
2004,3,77.5,227,82,104,35.5,6.7,NA,NA,29,35.5,10.93,3.21,5
2004,1,71,199,74.5,95,33.5,8,NA,NA,28.5,33.5,10.95,3.14,15
2004,1,73.5,183,78,99.5,35,6.7,NA,NA,30,35,11.2,3.15,12
2004,2,73.5,183,78,99.5,35,6.7,NA,NA,30,35,11.2,3.15,12
2004,2,75.5,214,81,102,36.5,6.7,NA,NA,31.5,36.5,10.7,3.19,17
2004,1,74.5,199,76.5,98,NA,9.3,NA,NA,NA,NA,NA,NA,2
2004,4,81.25,226,84,105.5,33.5,6.7,NA,NA,29.5,33.5,10.75,3.25,12
2004,5,81.25,226,84,105.5,33.5,6.7,NA,NA,29.5,33.5,10.75,3.25,12
2004,5,85.75,266,89.5,111.5,26.5,6.7,NA,NA,24,26.5,12.61,3.6,2
2004,2,75.5,216,81,100,NA,6.7,NA,NA,NA,NA,NA,NA,NA
2004,3,75.5,216,81,100,NA,6.7,NA,NA,NA,NA,NA,NA,NA
2004,1,72,191,78.5,96.5,NA,9.9,NA,NA,NA,NA,NA,NA,9
2004,1,72,193,78.5,98,35,6.7,NA,NA,31.5,35,10.45,3.14,7
2004,2,79,201,86,107.5,32,8,NA,NA,29.5,32,11.63,3.29,8
2004,3,79,201,86,107.5,32,8,NA,NA,29.5,32,11.63,3.29,8
2004,1,75,207,79.5,100.5,NA,6,NA,NA,NA,NA,NA,NA,NA
2004,2,75,207,79.5,100.5,NA,6,NA,NA,NA,NA,NA,NA,NA
2004,2,77.25,208,82,102,34.5,6,NA,NA,28.5,34.5,10.91,3.17,14
2004,3,77.25,208,82,102,34.5,6,NA,NA,28.5,34.5,10.91,3.17,14
2004,4,80.5,233,86,108.5,31.5,9.3,NA,NA,28,31.5,12.13,3.27,18
2004,5,80.5,233,86,108.5,31.5,9.3,NA,NA,28,31.5,12.13,3.27,18
2004,1,75.25,198,79,101.5,33,8,NA,NA,27.5,33,10.94,3.1,13
